timestamp;machine_id;shift;production_pieces;good_pieces;scrap_pieces;power_kW;run_time_h;energy_kWh;Desperdicio_kWh;Ef_Prod;Ef_Energ;Status;Custo_Total_R$;Custo_Desperdicio_R$;Dinheiro_Util_R$;cluster
2025-01-02 00:00:00;INJ-01;Noite;884;856;28;25,81;1,0;25,724;7,625;0,9683257918552036;0,7035842015238687;Crítico;16,7206;4,95625;11,76435;1
2025-01-02 00:00:00;INJ-02;Noite;811;752;59;22,2;0,99;21,911;6,802;0,9272503082614056;0,6895623202957419;Crítico;14,24215;4,4213;9,82085;0
2025-01-02 00:00:00;INJ-03;Noite;829;770;59;23,82;0,89;21,189;5,606;0,9288299155609168;0,7354287602057672;Crítico;13,77285;3,6439;10,12895;0
2025-01-02 00:00:00;INJ-04;Noite;919;888;31;23,18;0,75;17,449;0,53;0,9662676822633297;0,9696257665195713;Eficiente;11,34185;0,34450000000000003;10,99735;1
2025-01-02 00:00:00;INJ-05;Noite;776;750;26;22,66;0,91;20,676;4,799;0,9664948453608248;0,767895144128458;Alerta;13,4394;3,1193500000000003;10,320049999999998;1
2025-01-02 01:00:00;INJ-01;Noite;958;880;78;28,67;0,84;24,191;6,604;0,918580375782881;0,7270059112893225;Crítico;15,72415;4,2926;11,43155;2
2025-01-02 01:00:00;INJ-02;Noite;971;932;39;24,42;0,99;24,193;4,564;0,9598352214212152;0,8113503906088538;Alerta;15,725450000000002;2,9666;12,758850000000002;1
2025-01-02 01:00:00;INJ-03;Noite;900;872;28;24,32;0,89;21,604;3,025;0,9688888888888889;0,859979633401222;Alerta;14,0426;1,96625;12,07635;1
2025-01-02 01:00:00;INJ-04;Noite;857;803;54;24,62;0,86;21,267;4,807;0,9369894982497082;0,7739690600460808;Alerta;13,823550000000001;3,12455;10,699000000000002;0
2025-01-02 01:00:00;INJ-05;Noite;918;846;72;26,77;0,82;21,954;4,892;0,9215686274509803;0,7771704472988977;Alerta;14,270100000000001;3,1798;11,090300000000001;2
2025-01-02 02:00:00;INJ-01;Noite;1084;1037;47;23,52;0,8;18,748;0,732;0,9566420664206642;0,9609558352890974;Eficiente;12,186200000000001;0,4758;11,710400000000002;0
2025-01-02 02:00:00;INJ-02;Noite;760;714;46;24,14;0,77;18,577;3,881;0,9394736842105263;0,7910857511977176;Alerta;12,075050000000001;2,52265;9,5524;0
2025-01-02 02:00:00;INJ-03;Noite;908;867;41;28,42;0,95;27,093;9,12;0,9548458149779736;0,6633816853061677;Crítico;17,61045;5,928;11,68245;0
2025-01-02 02:00:00;INJ-04;Noite;788;726;62;24,61;0,99;24,302;10,051;0,9213197969543148;0,5864126409349024;Crítico;15,7963;6,53315;9,26315;0
2025-01-02 02:00:00;INJ-05;Noite;883;838;45;26,02;0,97;25,147;7,864;0,9490373725934315;0,6872788006521653;Crítico;16,34555;5,1116;11,23395;0
2025-01-02 03:00:00;INJ-01;Noite;1008;925;83;24,27;0,79;19,113;1,416;0,9176587301587301;0,9259142991681055;Eficiente;12,42345;0,9204;11,50305;2
2025-01-02 03:00:00;INJ-02;Noite;791;726;65;28,28;0,96;27,162;13,199;0,9178255372945638;0,5140637655548193;Crítico;17,6553;8,57935;9,07595;0
2025-01-02 03:00:00;INJ-03;Noite;874;830;44;27,01;0,82;22,105;4,847;0,9496567505720824;0,7807283420040715;Alerta;14,368250000000002;3,1505500000000004;11,2177;0
2025-01-02 03:00:00;INJ-04;Noite;855;795;60;23,63;0,96;22,744;6,69;0,9298245614035088;0,705856489623637;Crítico;14,7836;4,3485000000000005;10,435099999999998;0
2025-01-02 03:00:00;INJ-05;Noite;804;776;28;19,25;0,9;17,356;0,828;0,9651741293532339;0,9522931551048629;Eficiente;11,281400000000001;0,5382;10,743200000000002;1
2025-01-02 04:00:00;INJ-01;Noite;973;913;60;22,83;0,84;19,163;1,064;0,9383350462487153;0,9444763346031415;Eficiente;12,455950000000001;0,6916000000000001;11,764350000000002;0
2025-01-02 04:00:00;INJ-02;Noite;944;891;53;23,65;0,94;22,307;3,832;0,9438559322033898;0,8282153584076747;Alerta;14,49955;2,4908;12,00875;0
2025-01-02 04:00:00;INJ-03;Noite;971;914;57;24,44;0,89;21,754;2,795;0,94129763130793;0,8715178817688701;Alerta;14,140100000000002;1,81675;12,323350000000001;0
2025-01-02 04:00:00;INJ-04;Noite;836;807;29;25,67;0,94;24,095;7,093;0,965311004784689;0,7056235733554679;Crítico;15,66175;4,61045;11,0513;1
2025-01-02 04:00:00;INJ-05;Noite;939;902;37;24,7;0,75;18,616;0,66;0,9605963791267306;0,9645466265577998;Eficiente;12,1004;0,42900000000000005;11,6714;1
2025-01-02 05:00:00;INJ-01;Noite;999;950;49;21,43;0,86;18,417;0,813;0,950950950950951;0,9558560026062877;Eficiente;11,971050000000002;0,52845;11,442600000000002;0
2025-01-02 05:00:00;INJ-02;Noite;899;848;51;26,88;0,95;25,425;8,067;0,9432703003337041;0,6827138643067847;Crítico;16,52625;5,24355;11,282700000000002;0
2025-01-02 05:00:00;INJ-03;Noite;1005;929;76;21,25;0,99;20,984;1,974;0,9243781094527364;0,9059283263438811;Eficiente;13,639600000000002;1,2831000000000001;12,3565;2
2025-01-02 05:00:00;INJ-04;Noite;727;688;39;23,41;0,87;20,438;6,571;0,9463548830811555;0,6784910460906155;Crítico;13,284699999999999;4,27115;9,013549999999999;1
2025-01-02 05:00:00;INJ-05;Noite;912;875;37;19,6;0,78;15,331;0,56;0,9594298245614035;0,9634727023677516;Eficiente;9,96515;0,36400000000000005;9,601149999999999;1
2025-01-02 06:00:00;INJ-01;Manhã;1027;999;28;19,93;0,84;16,672;0,409;0,9727361246348588;0,9754678502879078;Eficiente;10,8368;0,26585;10,57095;1
2025-01-02 06:00:00;INJ-02;Manhã;995;949;46;24,1;0,79;19,114;0,795;0,9537688442211055;0,9584074500366224;Eficiente;12,424100000000001;0,51675;11,907350000000001;0
2025-01-02 06:00:00;INJ-03;Manhã;920;896;24;19,38;0,77;14,961;0,351;0,9739130434782609;0,9765390014036495;Eficiente;9,72465;0,22815;9,496500000000001;1
2025-01-02 06:00:00;INJ-04;Manhã;921;895;26;18,18;0,88;15,925;0,405;0,9717698154180239;0,9745682888540032;Eficiente;10,35125;0,26325000000000004;10,088000000000001;1
2025-01-02 06:00:00;INJ-05;Manhã;892;846;46;19,89;0,77;15,326;0,711;0,9484304932735426;0,9536082474226805;Eficiente;9,9619;0,46215;9,49975;0
2025-01-02 07:00:00;INJ-01;Manhã;991;940;51;21,51;0,94;20,16;0,934;0,9485368314833501;0,953670634920635;Eficiente;13,104000000000001;0,6071000000000001;12,4969;0
2025-01-02 07:00:00;INJ-02;Manhã;960;927;33;20,73;0,87;18,061;0,559;0,965625;0,9690493328165661;Eficiente;11,739650000000001;0,36335000000000006;11,3763;1
2025-01-02 07:00:00;INJ-03;Manhã;846;814;32;24,13;0,94;22,604;5,465;0,9621749408983451;0,7582286321005132;Alerta;14,6926;3,55225;11,140350000000002;1
2025-01-02 07:00:00;INJ-04;Manhã;973;934;39;21,14;0,78;16,425;0,593;0,959917780061665;0,963896499238965;Eficiente;10,676250000000001;0,38545;10,2908;1
2025-01-02 07:00:00;INJ-05;Manhã;1014;984;30;14,4;0,84;12,154;0,324;0,9704142011834319;0,9733421095935495;Eficiente;7,9001;0,2106;7,6895;1
2025-01-02 08:00:00;INJ-01;Manhã;951;928;23;19,62;0,97;19,084;0,415;0,9758149316508938;0,9782540347935443;Eficiente;12,4046;0,26975;12,13485;1
2025-01-02 08:00:00;INJ-02;Manhã;1126;1068;58;23,94;0,87;20,938;0,971;0,9484902309058615;0,9536249880599866;Eficiente;13,6097;0,63115;12,97855;0
2025-01-02 08:00:00;INJ-03;Manhã;965;924;41;19,23;0,94;18,002;0,688;0,9575129533678757;0,9617820242195312;Eficiente;11,7013;0,4472;11,2541;0
2025-01-02 08:00:00;INJ-04;Manhã;852;826;26;20,04;0,91;18,267;0,597;0,9694835680751174;0,9673181146329447;Eficiente;11,87355;0,38805;11,4855;1
2025-01-02 08:00:00;INJ-05;Manhã;756;712;44;21,87;0,81;17,7;2,963;0,9417989417989417;0,8325988700564971;Alerta;11,505;1,92595;9,57905;0
2025-01-02 09:00:00;INJ-01;Manhã;951;925;26;20,93;0,82;17,188;0,423;0,9726603575184016;0,9753898068419827;Eficiente;11,1722;0,27495;10,89725;1
2025-01-02 09:00:00;INJ-02;Manhã;1003;967;36;20,17;1,0;20,083;0,649;0,9641076769690927;0,9676841109396006;Eficiente;13,053949999999999;0,42185;12,6321;1
2025-01-02 09:00:00;INJ-03;Manhã;942;887;55;19,12;0,97;18,48;0,971;0,9416135881104034;0,9474567099567099;Eficiente;12,012;0,63115;11,38085;0
2025-01-02 09:00:00;INJ-04;Manhã;886;863;23;22,12;0,98;21,731;3,253;0,9740406320541761;0,8503060144494041;Alerta;14,125150000000001;2,11445;12,010700000000002;1
2025-01-02 09:00:00;INJ-05;Manhã;1053;1021;32;23,36;0,8;18,615;0,509;0,9696106362773029;0,9726564598442117;Eficiente;12,09975;0,33085000000000003;11,7689;1
2025-01-02 10:00:00;INJ-01;Manhã;942;905;37;18,03;0,81;14,615;0,517;0,9607218683651805;0,9646253848785494;Eficiente;9,49975;0,33605;9,1637;1
2025-01-02 10:00:00;INJ-02;Manhã;1019;987;32;20,01;0,9;17,916;0,506;0,9685966633954858;0,9717570886358562;Eficiente;11,6454;0,3289;11,3165;1
2025-01-02 10:00:00;INJ-03;Manhã;955;916;39;18,46;0,76;14,081;0,518;0,9591623036649215;0,9632128399971593;Eficiente;9,15265;0,3367;8,815949999999999;1
2025-01-02 10:00:00;INJ-04;Manhã;865;846;19;19,61;0,83;16,291;0,322;0,9780346820809248;0,9802344852986311;Eficiente;10,58915;0,2093;10,37985;1
2025-01-02 10:00:00;INJ-05;Manhã;854;814;40;21,47;0,9;19,302;2,208;0,9531615925058547;0,8856077090456947;Alerta;12,5463;1,4352000000000003;11,1111;1
2025-01-02 11:00:00;INJ-01;Manhã;814;787;27;20,25;0,98;19,89;3,17;0,9668304668304668;0,840623428858723;Alerta;12,928500000000001;2,0605;10,868000000000002;1
2025-01-02 11:00:00;INJ-02;Manhã;1027;968;59;20,67;0,8;16,44;0,85;0,9425511197663097;0,9482968369829684;Eficiente;10,686000000000002;0,5525;10,133500000000002;0
2025-01-02 11:00:00;INJ-03;Manhã;966;925;41;20,78;0,96;19,956;0,762;0,9575569358178054;0,9618159951894167;Eficiente;12,971400000000001;0,4953;12,4761;0
2025-01-02 11:00:00;INJ-04;Manhã;955;929;26;19,55;0,79;15,468;0,379;0,9727748691099476;0,9754978019136281;Eficiente;10,0542;0,24635;9,80785;1
2025-01-02 11:00:00;INJ-05;Manhã;940;902;38;22,08;0,97;21,399;2,334;0,9595744680851064;0,8909294826861068;Alerta;13,909350000000002;1,5171000000000001;12,39225;1
2025-01-02 12:00:00;INJ-01;Manhã;1090;1050;40;21,1;0,84;17,815;0,588;0,963302752293578;0,9669941060903733;Eficiente;11,57975;0,3822;11,197550000000001;1
2025-01-02 12:00:00;INJ-02;Manhã;859;817;42;21,23;0,88;18,588;1,432;0,9511059371362048;0,9229610501398752;Eficiente;12,0822;0,9308;11,1514;0
2025-01-02 12:00:00;INJ-03;Manhã;984;950;34;20,64;0,89;18,283;0,569;0,9654471544715447;0,9688781928567521;Eficiente;11,88395;0,36984999999999996;11,514100000000001;1
